NUMBER,ID MENTEE,ID MENTOR,RATING,,RATING HELPER
8477,B77751,A12059,3,,4
8478,B92002,A70862,3,,4
8479,B38079,A77888,4,,5
8480,B15153,A66331,5,,5
8481,B49456,A72629,3,,4
8482,B85633,A64313,3,,5
8483,B34089,A77888,4,,5
8484,B56472,A87590,5,,4
8485,B56516,A22303,5,,5
8486,B39262,A85584,4,,5
8487,B41268,A64313,3,,5
8488,B55339,A19220,3,,3
8489,B85633,A63737,3,,5
8490,B41009,A76751,3,,5
8491,B87369,A72629,4,,4
8492,B85633,A35649,3,,4
8493,B23406,A67801,3,,4
8494,B90398,A66331,3,,5
8495,B22180,A20245,3,,3
8496,B94752,A87590,4,,3
8497,B88158,A22303,4,,3
8498,B34255,A72629,5,,5
8499,B37837,A47594,3,,5
8500,B34255,A76751,4,,4
8501,B70338,A67801,3,,4
8502,B97078,A35649,4,,3
8503,B59854,A68453,5,,5
8504,B35820,A76751,3,,3
8505,B91375,A20245,5,,3
8506,B41653,A91673,4,,4
8507,B13690,A64313,3,,5
8508,B69240,A67801,3,,4
8509,B64307,A19220,4,,5
8510,B12199,A61005,4,,3
8511,B96015,A47594,4,,4
8512,B25038,A76751,5,,3
8513,B41653,A77888,3,,3
8514,B27068,A70862,3,,5
8515,B65093,A27982,5,,3
8516,B13690,A25349,5,,3
8517,B83923,A58581,5,,3
8518,B24871,A68453,5,,3
8519,B58972,A63737,5,,5
8520,B24871,A94552,4,,4
8521,B96673,A47594,3,,4
8522,B62124,A20245,5,,5
8523,B34140,A63957,3,,3
8524,B25725,A72758,3,,4
8525,B34255,A91673,5,,3
8526,B34255,A20245,3,,3
8527,B56916,A70862,5,,3
8528,B86449,A35979,4,,3
8529,B15562,A66331,4,,4
8530,B15562,A72629,3,,5
8531,B93044,A91673,5,,4
8532,B18868,A82331,4,,3
8533,B96015,A82696,5,,3
8534,B97078,A82696,5,,4
8535,B56916,A77888,3,,4
8536,B64625,A94552,5,,5
8537,B96673,A70862,4,,5
8538,B22791,A72758,4,,4
8539,B58972,A14684,4,,5
8540,B87634,A70862,4,,3
8541,B15562,A91673,4,,5
8542,B90398,A12059,4,,5
8543,B64712,A53831,4,,3
8544,B96511,A97962,4,,5
8545,B43744,A70862,5,,3
8546,B56997,A82331,3,,5
8547,B82390,A85584,5,,4
8548,B34140,A76915,4,,5
8549,B82292,A47594,3,,5
8550,B35883,A21275,4,,4
8551,B91375,A94552,3,,5
8552,B88619,A12059,3,,5
8553,B71931,A12059,4,,3
8554,B61727,A19220,3,,3
8555,B29340,A67484,5,,4
8556,B13194,A27982,4,,5
8557,B64625,A57923,5,,3
8558,B83888,A47594,3,,4
8559,B34089,A91673,3,,3
8560,B85337,A22538,4,,5
8561,B76735,A25349,3,,5
8562,B82390,A31364,4,,3
8563,B15153,A27982,4,,4
8564,B65017,A11607,5,,3
8565,B49832,A12059,4,,5
8566,B93044,A53831,4,,3
8567,B72035,A72758,5,,4
8568,B35820,A35649,5,,4
8569,B96483,A67484,3,,3
8570,B35544,A58581,3,,5
8571,B51210,A22538,5,,5
8572,B25038,A72629,5,,5
8573,B36325,A87590,4,,3
8574,B53164,A85584,4,,3
8575,B92002,A20245,3,,3
8576,B78190,A72758,4,,4
8577,B34089,A45535,5,,3
8578,B43626,A70862,3,,5
8579,B89741,A70862,4,,3
8580,B87634,A14684,3,,5
8581,B65727,A72758,3,,5
8582,B99830,A45535,5,,4
8583,B41009,A45535,4,,3
8584,B64307,A91673,5,,3
8585,B91652,A25349,2,,3
8586,B70338,A97962,3,,4
8587,B14956,A63957,3,,3
8588,B85240,A76915,5,,4
8589,B12199,A64313,5,,5
8590,B85337,A82696,4,,5
8591,B68553,A97962,5,,4
8592,B17212,A47594,5,,3
8593,B34140,A25349,5,,3
8594,B96483,A47594,3,,3
8595,B88158,A97962,5,,3
8596,B45219,A82331,3,,3
8597,B45219,A91673,5,,3
8598,B71931,A11607,5,,3
8599,B70972,A72629,3,,4
8600,B82390,A35979,3,,4
8601,B96673,A85584,4,,4
8602,B43380,A61005,4,,4
8603,B65017,A67484,3,,5
8604,B43626,A47594,3,,5
8605,B88619,A27982,3,,3
8606,B43626,A94552,5,,3
8607,B39262,A12059,5,,4
8608,B67474,A14684,3,,4
8609,B13434,A35649,3,,4
8610,B73913,A14684,4,,3
8611,B56916,A76915,5,,3
8612,B56217,A47594,5,,4
8613,B21098,A53831,4,,3
8614,B87634,A47594,5,,5
8615,B38079,A76751,4,,3
8616,B39262,A91673,4,,3
8617,B31295,A35979,5,,4
8618,B99830,A76915,3,,5
8619,B94752,A58581,3,,4
8620,B55782,A61005,3,,4
8621,B38079,A82499,5,,3
8622,B29405,A22303,4,,5
8623,B82015,A82331,3,,3
8624,B15822,A35649,3,,3
8625,B28537,A72629,3,,4
8626,B70972,A11289,3,,5
8627,B83888,A76751,4,,4
8628,B25725,A20245,5,,5
8629,B67474,A72629,3,,5
8630,B96449,A11289,3,,3
8631,B96015,A97962,4,,3
8632,B78527,A85584,5,,5
8633,B13849,A11607,3,,4
8634,B87542,A85584,5,,4
8635,B86449,A76915,3,,4
8636,B56516,A19220,4,,3
8637,B62851,A63957,5,,3
8638,B51210,A66331,5,,5
8639,B49456,A35979,5,,5
8640,B97078,A76915,3,,4
8641,B68553,A66331,4,,3
8642,B99830,A82331,4,,5
8643,B29340,A67801,5,,5
8644,B15822,A58749,4,,5
8645,B36126,A66331,5,,4
8646,B46277,A14684,5,,4
8647,B15562,A68453,5,,5
8648,B41352,A87590,4,,4
8649,B22488,A82696,4,,4
8650,B13849,A66331,3,,4
8651,B82390,A94552,5,,5
8652,B78190,A61005,3,,5
8653,B86202,A97962,3,,5
8654,B43380,A82696,3,,5
8655,B94735,A31364,4,,4
8656,B91375,A31364,4,,3
8657,B72035,A82331,4,,3
8658,B61727,A53831,3,,3
8659,B21085,A26551,5,,3
8660,B21085,A21275,5,,4
8661,B88846,A35979,5,,5
8662,B64712,A25349,5,,5
8663,B64307,A20245,3,,3
8664,B84799,A19220,4,,5
8665,B22180,A76751,4,,3
8666,B37837,A61005,3,,3
8667,B54178,A35979,5,,5
8668,B22180,A22303,4,,5
8669,B34255,A12059,4,,3
8670,B84729,A87590,3,,3
8671,B72117,A20245,5,,5
8672,B63830,A14684,4,,3
8673,B87542,A12059,5,,5
8674,B49832,A58749,5,,3
8675,B34140,A61005,4,,3
8676,B78190,A57923,5,,5
8677,B27068,A47594,4,,3
8678,B73913,A35979,3,,4
8679,B73913,A64313,5,,5
8680,B96483,A82331,4,,4
8681,B77751,A19220,4,,4
8682,B17212,A67801,3,,3
8683,B46809,A53831,3,,5
8684,B15562,A82499,5,,5
8685,B55339,A35649,4,,3
8686,B65727,A45535,4,,5
8687,B94752,A76751,3,,5
8688,B91375,A11607,4,,5
8689,B82015,A35649,3,,5
8690,B28537,A11289,4,,5
8691,B70338,A87590,5,,3
8692,B64307,A61005,5,,3
8693,B97078,A72758,4,,5
8694,B65839,A26551,4,,3
8695,B96483,A35979,5,,3
8696,B34255,A94552,5,,5
8697,B35843,A66331,3,,5
8698,B70972,A87590,3,,5
8699,B35544,A63737,3,,5
8700,B76735,A58581,4,,5
8701,B36293,A11289,4,,4
8702,B41009,A57923,3,,3
8703,B65093,A91673,3,,5
8704,B64712,A67801,3,,4
8705,B35544,A22538,4,,4
8706,B63287,A70862,5,,5
8707,B63570,A94552,4,,3
8708,B41653,A61005,3,,3
8709,B63570,A21275,4,,4
8710,B90398,A61005,5,,5
8711,B47138,A21275,3,,4
8712,B21085,A35979,3,,5
8713,B35820,A82956,3,,5
8714,B25038,A53831,3,,3
8715,B56472,A85584,4,,4
8716,B13849,A82499,5,,4
8717,B63570,A26551,4,,4
8718,B49456,A68453,3,,3
8719,B41352,A82696,3,,5
8720,B46277,A67801,3,,4
8721,B43744,A82331,3,,3
8722,B37837,A87590,5,,4
8723,B64307,A82499,4,,4
8724,B34140,A22303,3,,4
8725,B46809,A64313,3,,4
8726,B13194,A45535,3,,3
8727,B81791,A72758,5,,5
8728,B34089,A94552,3,,4
8729,B96449,A77888,4,,3
8730,B34255,A57923,3,,3
8731,B14956,A27982,3,,5
8732,B43626,A87590,4,,5
8733,B73913,A91673,1,,5
8734,B29340,A14684,5,,4
8735,B22488,A64313,3,,4
8736,B31295,A11289,4,,3
8737,B35820,A64313,4,,5
8738,B65727,A85584,3,,3
8739,B65727,A94552,1,,4
8740,B78190,A76915,4,,4
8741,B34140,A87590,3,,3
8742,B86449,A27982,4,,3
8743,B65839,A35979,4,,3
8744,B35544,A67484,3,,4
8745,B34089,A97962,3,,5
8746,B54178,A82956,3,,4
8747,B35883,A20245,3,,5
8748,B73913,A11607,3,,5
8749,B32730,A82331,4,,5
8750,B91652,A94552,5,,3
8751,B62851,A67801,5,,5
8752,B28537,A22538,3,,3
8753,B96511,A11607,3,,5
8754,B31295,A47594,5,,5
8755,B84729,A25349,5,,5
8756,B64712,A76915,3,,5
8757,B85633,A45535,4,,5
8758,B68553,A77888,5,,3
8759,B92002,A82331,3,,3
8760,B15562,A35649,3,,4
8761,B35820,A20245,5,,5
8762,B14956,A58581,4,,3
8763,B81791,A19220,3,,5
8764,B72035,A31364,3,,3
8765,B67474,A47594,5,,3
8766,B39829,A61005,4,,5
8767,B88619,A63737,3,,3
8768,B76955,A11289,3,,3
8769,B43626,A22538,5,,5
8770,B94797,A19220,5,,4
8771,B79669,A57923,5,,4
8772,B33056,A94552,4,,5
8773,B33056,A77888,5,,5
8774,B76735,A67484,5,,4
8775,B31295,A31364,2,,5
8776,B49456,A35649,3,,4
8777,B13849,A91673,3,,4
8778,B87634,A67484,5,,5
8779,B63287,A58749,3,,5
8780,B24871,A70862,4,,3
8781,B64307,A58749,4,,3
8782,B81791,A94552,5,,5
8783,B64712,A97962,5,,3
8784,B22488,A76751,3,,3
8785,B43464,A20245,3,,5
8786,B18868,A14684,3,,4
8787,B56472,A77888,5,,3
8788,B70621,A45535,3,,3
8789,B24871,A66331,3,,3
8790,B36325,A12059,4,,4
8791,B56516,A27982,5,,4
8792,B63287,A68453,3,,4
8793,B94797,A82696,5,,3
8794,B64625,A64313,3,,5
8795,B99830,A68453,4,,5
8796,B38520,A20245,5,,3
8797,B88158,A63957,4,,3
8798,B33315,A64313,3,,4
8799,B22791,A22303,3,,3
8800,B98591,A76915,1,,4
8801,B59854,A82331,4,,3
8802,B25038,A19220,5,,4
8803,B87634,A21275,3,,5
8804,B22610,A66331,3,,4
8805,B38520,A68453,3,,4
8806,B82015,A76751,5,,5
8807,B39262,A53831,5,,5
8808,B34089,A66331,3,,5
8809,B70621,A31364,3,,4
8810,B77751,A68453,3,,3
8811,B22791,A66331,4,,5
8812,B55339,A26551,4,,4
8813,B25038,A14684,4,,3
8814,B63570,A11289,5,,5
8815,B47138,A27982,3,,4
8816,B43464,A19220,5,,4
8817,B84799,A58581,3,,3
8818,B87542,A22303,4,,3
8819,B29340,A72758,3,,5
8820,B54762,A31364,5,,3
8821,B15822,A27982,5,,3
8822,B85337,A66331,4,,5
8823,B54540,A58581,4,,4
8824,B71931,A27982,3,,3
8825,B35820,A97962,5,,4
8826,B99426,A91673,5,,3
8827,B83888,A63737,5,,3
8828,B37837,A63737,5,,4
8829,B61727,A82696,3,,5
8830,B86449,A11607,5,,4
8831,B78527,A27982,3,,4
8832,B98591,A94552,4,,3
8833,B78527,A63957,5,,4
8834,B63830,A53831,3,,4
8835,B63830,A72629,5,,5
8836,B35544,A53831,5,,4
8837,B64625,A63737,3,,3
8838,B38079,A26551,3,,5
8839,B43380,A19220,5,,3
8840,B56916,A22538,4,,4
8841,B43464,A14684,5,,5
8842,B46277,A19220,3,,4
8843,B13849,A67801,5,,4
8844,B43464,A47594,5,,5
8845,B65839,A25349,5,,4
8846,B31295,A61005,5,,4
8847,B35544,A85584,5,,5
8848,B54762,A26551,3,,3
8849,B94478,A21275,3,,3
8850,B32730,A14684,5,,4
8851,B99247,A77888,5,,5
8852,B35883,A82956,3,,4
8853,B70621,A35649,4,,3
8854,B54540,A20245,5,,3
8855,B72117,A58581,3,,3
8856,B25725,A26551,3,,4
8857,B15822,A67484,4,,3
8858,B96015,A76751,5,,5
8859,B54762,A63737,5,,4
8860,B79669,A66331,3,,5
8861,B15822,A20245,3,,5
8862,B34140,A21275,5,,5
8863,B85633,A72758,3,,3
8864,B31295,A22303,3,,4
8865,B43380,A97962,5,,5
8866,B63830,A97962,5,,4
8867,B37837,A21275,4,,4
8868,B77751,A67801,4,,3
8869,B69240,A35649,4,,5
8870,B46809,A35979,4,,3
8871,B13194,A35979,4,,4
8872,B69240,A82331,4,,5
8873,B68553,A11289,3,,4
8874,B56916,A67484,5,,5
8875,B37837,A58749,3,,5
8876,B70972,A20245,4,,4
8877,B32730,A63957,3,,4
8878,B15153,A82696,5,,4
8879,B83888,A70862,3,,4
8880,B77751,A70862,3,,3
8881,B84729,A27982,4,,3
8882,B22180,A58581,3,,4
8883,B32730,A82499,4,,3
8884,B43380,A11607,5,,3
8885,B71931,A21275,5,,3
8886,B76955,A85584,4,,3
8887,B38079,A63737,5,,5
8888,B29405,A35649,4,,5
8889,B24871,A67484,5,,4
8890,B89741,A66331,4,,3
8891,B34140,A11289,2,,3
8892,B41009,A66331,4,,5
8893,B43744,A11607,3,,3
8894,B22791,A68453,5,,4
8895,B74862,A14684,4,,4
8896,B88846,A67484,5,,3
8897,B99426,A27982,4,,4
8898,B87634,A72758,5,,5
8899,B34089,A64313,3,,3
8900,B46809,A14684,3,,3
8901,B12199,A11289,4,,3
8902,B89741,A82956,3,,4
8903,B70501,A76751,3,,5
8904,B56916,A11607,5,,4
8905,B70621,A35979,3,,5
8906,B85240,A26551,4,,5
8907,B56916,A72629,5,,4
8908,B61727,A82956,3,,4
8909,B53164,A68453,3,,4
8910,B34255,A70862,5,,5
8911,B65727,A66331,4,,5
8912,B75271,A35649,5,,5
8913,B64625,A85584,5,,5
8914,B41268,A22538,4,,4
8915,B36293,A63737,4,,4
8916,B47138,A12059,3,,5
8917,B87542,A11607,3,,5
8918,B17212,A26551,5,,4
8919,B25725,A67484,4,,5
8920,B54017,A31364,3,,3
8921,B70338,A76915,3,,3
8922,B15153,A26551,4,,3
8923,B81791,A72629,5,,3
8924,B65017,A82696,4,,5
8925,B90398,A14684,3,,4
8926,B82390,A72629,5,,5
8927,B82390,A25349,5,,3
8928,B29405,A19220,4,,3
8929,B99426,A11289,3,,3
8930,B38520,A58581,5,,3
8931,B68703,A87590,5,,3
8932,B71931,A72758,3,,3
8933,B50747,A85584,4,,5
8934,B93044,A94552,5,,5
8935,B21098,A31364,5,,5
8936,B29405,A67484,3,,3
8937,B68703,A53831,4,,5
8938,B99247,A67484,3,,3
8939,B21085,A61005,5,,4
8940,B25038,A85584,5,,4
8941,B21098,A19220,3,,5
8942,B33315,A85584,3,,3
8943,B86202,A66331,4,,3
8944,B13434,A27982,4,,4
8945,B65017,A72629,4,,4
8946,B63410,A66331,5,,4
8947,B41268,A25349,5,,5
8948,B70621,A97962,5,,5
8949,B96673,A27982,5,,3
8950,B58972,A58749,4,,5
8951,B88158,A12059,5,,4
8952,B17212,A87590,4,,4
8953,B98591,A72629,4,,5
8954,B93044,A25349,3,,5
8955,B86449,A72629,4,,4
8956,B22610,A21275,4,,4
8957,B90398,A87590,5,,4
8958,B96015,A20245,3,,3
8959,B70501,A22303,4,,4
8960,B41009,A22303,5,,5
8961,B13690,A82331,3,,5
8962,B55570,A31364,4,,3
8963,B33056,A35649,3,,5
8964,B70621,A82499,4,,5
8965,B94735,A11607,3,,5
8966,B99830,A31364,3,,3
8967,B93044,A67484,4,,3
8968,B64307,A85584,5,,5
8969,B27068,A57923,4,,3
8970,B36325,A66331,3,,3
8971,B46277,A45535,4,,3
8972,B35883,A57923,5,,4
8973,B64712,A85584,5,,3
8974,B71931,A67484,5,,5
8975,B41268,A53831,4,,5
8976,B88158,A63737,3,,3
8977,B64625,A47594,5,,5
8978,B35544,A27982,3,,4
8979,B36325,A82331,1,,3
8980,B65723,A35979,4,,4
8981,B49456,A19220,5,,3
8982,B71931,A14684,3,,4
8983,B22488,A76915,5,,3
8984,B96449,A35649,5,,5
8985,B63830,A85584,4,,5
8986,B54762,A14684,4,,5
8987,B54017,A45535,3,,3
8988,B72035,A82956,4,,4
8989,B88158,A21275,3,,5
8990,B39929,A11289,5,,4
8991,B68703,A19220,5,,5
8992,B76955,A63957,4,,5
8993,B22610,A64313,3,,4
8994,B96015,A22303,3,,4
8995,B28537,A58749,5,,4
8996,B22791,A35649,5,,4
8997,B70621,A76915,3,,4
8998,B63830,A35649,3,,5
8999,B54178,A87590,3,,5
9000,B36126,A82331,3,,3
9001,B87369,A31364,3,,3
9002,B49832,A76751,4,,4
9003,B87542,A63957,4,,3
9004,B53164,A12059,3,,3
9005,B15153,A94552,3,,3
9006,B22180,A82499,4,,3
9007,B31295,A68453,5,,4
9008,B35883,A76751,5,,5
9009,B15562,A63737,5,,5
9010,B25725,A76915,3,,4
9011,B85240,A53831,3,,5
9012,B17212,A77888,5,,5
9013,B63570,A82499,4,,5
9014,B96511,A68453,4,,3
9015,B35544,A12059,4,,4
9016,B85337,A31364,3,,3
9017,B32730,A72758,4,,5
9018,B12199,A19220,3,,3
9019,B41268,A63737,4,,4
9020,B39621,A64313,3,,4
9021,B36293,A57923,4,,4
9022,B71931,A76751,3,,4
9023,B15153,A11607,3,,4
9024,B39262,A82499,4,,4
9025,B94752,A63737,4,,5
9026,B85337,A45535,4,,5
9027,B70338,A94552,5,,3
9028,B12199,A35979,4,,3
9029,B94735,A82696,5,,3
9030,B98591,A68453,4,,5
9031,B43626,A82499,5,,5
9032,B63410,A22303,5,,3
9033,B91652,A57923,5,,5
9034,B37837,A26551,4,,3
9035,B51210,A76751,4,,4
9036,B93044,A64313,5,,4
9037,B84729,A26551,4,,3
9038,B14956,A11289,3,,4
9039,B65839,A20245,3,,5
9040,B84729,A76751,5,,5
9041,B76735,A27982,3,,3
9042,B35883,A19220,5,,4
9043,B38520,A22538,5,,5
9044,B56472,A82696,5,,3
9045,B99830,A11289,5,,4
9046,B94478,A12059,5,,3
9047,B13690,A76915,5,,5
9048,B82015,A53831,4,,4
9049,B93044,A82696,5,,5
9050,B98591,A47594,4,,5
9051,B62851,A66331,3,,5
9052,B83923,A61005,2,,3
9053,B13690,A94552,4,,5
9054,B18868,A85584,3,,4
9055,B86202,A82956,5,,5
9056,B64712,A63957,3,,5
9057,B38079,A25349,3,,5
9058,B55570,A27982,5,,3
9059,B70621,A87590,4,,5
9060,B63570,A19220,5,,3
9061,B22488,A27982,4,,4
9062,B83888,A91673,3,,5
9063,B53164,A87590,3,,4
9064,B12199,A82956,4,,3
9065,B65839,A11607,5,,4
9066,B96673,A22538,4,,3
9067,B86202,A47594,5,,4
9068,B21085,A12059,3,,5
9069,B13849,A27982,5,,3
9070,B39262,A19220,5,,5
9071,B56516,A45535,4,,3
9072,B13194,A47594,5,,5
9073,B99830,A63957,3,,4
9074,B67474,A22303,3,,5
9075,B85240,A27982,3,,3
9076,B56217,A72629,4,,4
9077,B65839,A63737,3,,5
9078,B13690,A27982,3,,3
9079,B85633,A26551,4,,5
9080,B76955,A25349,3,,3
9081,B41268,A67484,4,,4
9082,B41268,A11607,4,,3
9083,B67474,A77888,5,,3
9084,B64307,A63957,5,,4
9085,B59854,A64313,3,,3
9086,B43626,A31364,3,,5
9087,B74862,A26551,5,,3
9088,B96511,A57923,3,,3
9089,B87542,A67801,4,,5
9090,B23157,A58581,4,,4
9091,B12199,A72629,3,,3
9092,B81791,A85584,5,,3
9093,B13194,A19220,3,,4
9094,B23157,A94552,5,,4
9095,B15562,A64313,3,,4
9096,B41653,A72758,5,,5
9097,B39829,A45535,3,,4
9098,B13194,A35649,5,,3
9099,B35544,A94552,3,,4
9100,B82292,A66331,3,,4
9101,B43626,A76751,5,,5
9102,B39262,A11289,4,,3
9103,B88158,A82499,5,,4
9104,B85633,A68453,5,,4
9105,B68703,A58581,3,,3
9106,B63410,A82956,4,,4
9107,B74862,A31364,4,,4
9108,B83923,A22538,5,,5
9109,B41268,A45535,3,,5
9110,B56516,A35649,4,,4
9111,B87542,A63737,5,,5
9112,B99426,A25349,5,,4
9113,B88619,A76915,4,,4
9114,B73913,A58581,3,,3
9115,B59854,A12059,3,,3
9116,B39829,A35649,3,,5
9117,B24871,A58749,4,,4
9118,B82390,A22538,4,,3
9119,B99426,A14684,3,,5
9120,B85633,A97962,4,,3
9121,B24871,A14684,3,,3
9122,B59854,A27982,5,,3
9123,B49456,A45535,3,,5
9124,B96673,A87590,3,,5
9125,B56997,A19220,5,,5
9126,B76955,A70862,5,,3
9127,B65723,A57923,4,,4
9128,B33056,A14684,4,,3
9129,B87542,A61005,3,,3
9130,B62124,A66331,3,,3
9131,B22610,A68453,3,,3
9132,B35820,A85584,3,,4
9133,B70972,A91673,4,,3
9134,B24871,A11607,3,,3
9135,B35843,A64313,4,,3
9136,B23406,A47594,4,,5
9137,B89741,A12059,5,,4
9138,B33315,A35649,5,,3
9139,B55570,A72629,4,,5
9140,B56516,A87590,3,,3
9141,B78527,A67484,5,,4
9142,B49456,A53831,3,,4
9143,B56472,A66331,5,,3
9144,B73913,A22303,5,,3
9145,B56997,A67801,4,,5
9146,B36293,A72758,3,,4
9147,B28537,A61005,4,,3
9148,B93044,A82499,5,,4
9149,B63287,A58581,3,,4
9150,B15153,A82499,5,,4
9151,B82292,A63957,5,,5
9152,B32730,A19220,4,,5
9153,B93044,A35979,4,,3
9154,B63570,A91673,4,,4
9155,B84729,A82331,5,,3
9156,B78527,A12059,3,,5
9157,B77949,A63737,3,,3
9158,B81791,A82331,3,,5
9159,B36293,A94552,3,,4
9160,B78190,A11289,3,,5
9161,B64712,A45535,5,,5
9162,B77949,A58581,5,,5
9163,B15822,A26551,5,,3
9164,B63830,A94552,4,,5
9165,B65839,A72629,4,,5
9166,B56997,A64313,4,,4
9167,B33056,A72758,4,,3
9168,B28537,A19220,4,,4
9169,B92002,A26551,3,,4
9170,B14956,A11607,4,,3
9171,B90398,A53831,3,,4
9172,B94735,A22303,4,,5
9173,B50747,A22538,3,,5
9174,B46809,A19220,3,,4
9175,B39829,A91673,3,,4
9176,B22610,A25349,3,,4
9177,B24871,A19220,4,,5
9178,B39929,A72629,3,,4
9179,B33056,A22303,5,,3
9180,B81791,A11607,3,,3
9181,B94478,A82331,5,,4
9182,B87542,A11289,3,,3
9183,B49832,A57923,4,,3
9184,B54540,A22538,4,,3
9185,B54762,A67484,5,,4
9186,B54762,A57923,5,,4
9187,B43464,A12059,4,,4
9188,B43744,A45535,4,,4
9189,B88846,A63737,3,,3
9190,B84799,A35979,3,,3
9191,B99247,A82331,3,,5
9192,B62124,A91673,4,,4
9193,B37837,A94552,5,,5
9194,B79669,A22538,4,,3
9195,B65017,A22303,4,,3
9196,B72117,A27982,5,,4
9197,B33056,A47594,5,,4
9198,B35820,A61005,5,,4
9199,B65093,A61005,5,,3
9200,B46809,A22303,4,,5
9201,B39621,A82696,5,,3
9202,B21098,A63737,4,,4
9203,B84799,A47594,5,,4
9204,B59854,A47594,4,,4
9205,B59854,A72629,5,,3
9206,B18868,A53831,4,,3
9207,B76955,A31364,3,,5
9208,B70338,A67484,5,,5
9209,B88846,A64313,3,,4
9210,B96449,A12059,4,,3
9211,B94478,A26551,5,,3
9212,B31295,A11607,4,,5
9213,B96673,A82956,5,,3
9214,B64625,A14684,3,,5
9215,B55339,A82331,4,,4
9216,B98591,A57923,3,,4
9217,B64307,A12059,5,,5
9218,B49456,A82956,3,,4
9219,B83888,A11289,5,,3
9220,B70338,A66331,5,,5
9221,B75271,A57923,4,,5
9222,B38520,A63737,3,,3
9223,B22488,A57923,5,,5
9224,B78527,A72629,4,,3
9225,B85633,A94552,4,,4
9226,B76735,A76915,4,,3
9227,B47138,A26551,3,,3
9228,B71931,A66331,5,,3
9229,B82015,A20245,3,,5
9230,B22180,A72629,5,,3
9231,B34255,A61005,3,,4
9232,B77949,A70862,4,,3
9233,B35544,A91673,5,,3
9234,B49456,A66331,5,,5
9235,B85337,A12059,3,,5
9236,B13434,A45535,5,,5
9237,B29340,A26551,3,,4
9238,B22610,A63737,3,,5
9239,B29340,A94552,4,,5
9240,B41268,A21275,3,,4
9241,B39262,A66331,4,,3
9242,B65723,A91673,5,,5
9243,B22180,A31364,4,,3
9244,B55782,A67484,3,,4
9245,B75271,A25349,5,,4
9246,B91375,A82696,4,,4
9247,B45219,A35649,3,,3
9248,B46277,A91673,5,,4
9249,B76955,A20245,3,,5
9250,B55782,A85584,3,,5
9251,B22610,A22538,3,,4
9252,B96673,A66331,5,,4
9253,B36293,A67484,5,,4
9254,B43380,A58581,4,,3
9255,B28037,A72629,3,,4
9256,B82390,A70862,5,,5
9257,B28037,A57923,5,,4
9258,B75271,A58581,4,,4
9259,B22791,A72629,4,,3
9260,B32730,A85584,5,,4
9261,B72117,A19220,3,,4
9262,B13690,A82499,5,,4
9263,B17212,A76751,3,,5
9264,B87634,A22538,5,,4
9265,B93044,A26551,3,,5
9266,B70501,A45535,3,,4
9267,B73913,A67801,4,,4
9268,B37837,A35979,4,,4
9269,B17212,A12059,3,,5
9270,B94797,A63957,4,,5
9271,B64307,A22303,5,,3
9272,B86449,A12059,4,,3
9273,B17212,A82331,4,,4
9274,B96449,A45535,4,,5
9275,B63410,A91673,4,,4
9276,B15153,A21275,4,,4
9277,B17212,A53831,4,,4
9278,B54540,A67801,3,,5
9279,B94478,A82499,5,,3
9280,B62124,A76915,4,,5
9281,B41653,A22538,5,,5
9282,B37837,A76915,4,,4
9283,B94478,A76915,3,,4
9284,B96483,A63737,3,,3
9285,B36325,A72758,4,,4
9286,B65839,A19220,3,,5
9287,B76735,A85584,5,,3
9288,B62124,A82499,3,,5
9289,B84729,A21275,4,,5
9290,B85633,A67801,5,,3
9291,B21085,A67801,3,,4
9292,B55570,A14684,5,,4
9293,B85337,A82499,5,,5
9294,B81791,A20245,4,,5
9295,B41352,A22303,5,,5
9296,B28537,A76751,3,,4
9297,B29340,A97962,3,,5
9298,B65093,A68453,5,,5
9299,B33056,A58749,3,,4
9300,B78527,A63737,3,,4
9301,B84729,A76915,5,,4
9302,B15153,A76751,3,,4
9303,B63830,A11289,4,,3
9304,B39829,A67484,4,,4
9305,B43626,A11607,4,,4
9306,B63287,A35979,3,,3
9307,B56997,A82499,5,,3
9308,B99830,A35649,4,,3
9309,B45219,A72629,4,,3
9310,B87369,A61005,3,,4
9311,B32730,A22538,3,,4
9312,B79669,A82696,3,,3
9313,B83923,A97962,4,,4
9314,B84799,A20245,3,,3
9315,B54017,A72758,4,,3
9316,B99426,A45535,4,,5
9317,B96483,A66331,3,,5
9318,B63410,A57923,3,,5
9319,B56217,A12059,3,,5
9320,B56916,A72758,5,,5
9321,B15153,A57923,1,,5
9322,B70621,A63737,3,,4
9323,B99426,A58581,5,,3
9324,B46277,A11289,3,,4
9325,B97078,A66331,5,,4
9326,B15562,A53831,5,,3
9327,B72117,A87590,4,,3
9328,B56916,A45535,4,,4
9329,B76735,A87590,4,,4
9330,B68553,A91673,5,,4
9331,B38520,A31364,4,,4
9332,B33056,A67484,4,,3
9333,B94478,A19220,5,,5
9334,B25038,A68453,5,,5
9335,B49832,A97962,5,,5
9336,B35820,A94552,5,,3
9337,B97078,A76751,4,,5
9338,B56516,A47594,5,,4
9339,B56916,A21275,4,,3
9340,B91375,A67484,3,,5
9341,B55570,A72758,5,,4
9342,B76735,A77888,3,,4
9343,B96511,A47594,5,,3
9344,B54762,A53831,3,,4
9345,B13849,A25349,3,,3
9346,B88846,A61005,5,,5
9347,B35843,A63737,3,,3
9348,B46277,A57923,4,,4
